licitacao_id,item_portfolio_id,descricao_portfolio,score,tipo_match
07954480000179202525603_202516674/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525603_202516674/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525603_202516674/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525603_202516674/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
07954480000179202525608_202525879/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525608_202525879/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525608_202525879/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525608_202525879/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525608_202525879/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
07954480000179202525610_202530534/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202525610_202530534/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
07954480000179202525612_202517153/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,59.52%,MÉDIO
07954480000179202525612_202517153/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,58.54%,MÉDIO
07954480000179202525612_202517153/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,56.79%,MÉDIO
07954480000179202525612_202517153/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,56.79%,MÉDIO
07954480000179202525612_202517153/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,56.79%,MÉDIO
07954480000179202525622_202522903/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525622_202522903/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525622_202522903/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525622_202522903/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525622_202522903/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
07954480000179202525621_202508471/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,59.52%,MÉDIO
07954480000179202525621_202508471/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,58.54%,MÉDIO
07954480000179202525621_202508471/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,56.79%,MÉDIO
07954480000179202525621_202508471/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,56.79%,MÉDIO
07954480000179202525621_202508471/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,56.79%,MÉDIO
07954480000179202525620_202509038/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525620_202509038/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525620_202509038/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525620_202509038/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525620_202509038/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
07954480000179202525618_202525371/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525618_202525371/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525618_202525371/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525618_202525371/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525618_202525371/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
07954480000179202525624_202522961/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,59.52%,MÉDIO
07954480000179202525624_202522961/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,58.54%,MÉDIO
07954480000179202525624_202522961/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,56.79%,MÉDIO
07954480000179202525624_202522961/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,56.79%,MÉDIO
07954480000179202525624_202522961/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,56.79%,MÉDIO
07954480000179202424995_202411248/2024,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,50.45%,MÉDIO
07954480000179202525628_202524856/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525628_202524856/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525628_202524856/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525628_202524856/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525628_202524856/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
07954480000179202525630_202514393/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202525630_202514393/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
11368966000100202619_00012/2026,,SERINGA 3 ML C/AGULHA LOCK,55.56%,MÉDIO
11368966000100202619_00012/2026,,SERINGA 5 ML C/AGULHA LOCK,55.56%,MÉDIO
11368966000100202619_00012/2026,,SERINGA 20 ML C/AGULHA LOCK,54.05%,MÉDIO
11368966000100202619_00012/2026,,SERINGA 60 ML S/AGULHA LOCK,54.05%,MÉDIO
003945440001852026133_90009/2026,,AGUA BI-DESTILADA SIST. FECH 250ML,59.57%,MÉDIO
003945440001852026133_90009/2026,,AGUA BI-DESTILADA SIST. FECH 500ml,59.57%,MÉDIO
138643770001302026105_90101/2026,,SUXAMETÔNIO  500 MG F/A,53.33%,MÉDIO
138643770001302026105_90101/2026,,CARBONATO LITIO 300MG *(C1) CX 500 CPR (G),52.00%,MÉDIO
47018676000176202654_90017/2026,,AGUA BI-DESTILADA SIST. FECH 250ML,59.57%,MÉDIO
47018676000176202654_90017/2026,,AGUA BI-DESTILADA SIST. FECH 500ml,59.57%,MÉDIO
138643770001302026106_90102/2026,,"SERINGA 0,5 ML C/AGULHA 8,0 X 0,30 P/INSULINA",81.16%,ALTO
138643770001302026106_90102/2026,,"AGULHA 20 X 0,55 24G",66.67%,MÉDIO
138643770001302026106_90102/2026,,"AGULHA 40 X 1,20 18G C/100",63.16%,MÉDIO
138643770001302026106_90102/2026,,"AGULHA 13 X 0,45 C/DISP SEG C/100",62.22%,MÉDIO
138643770001302026106_90102/2026,,SERINGA 3 ML C/AGULHA LOCK,59.46%,MÉDIO
60747318000162202650_90031/2026,,PROMETAZINA 25 MG CX/200 COMP,59.70%,MÉDIO
60747318000162202650_90031/2026,,BISOPROLOL 5MG C/30CPR,56.67%,MÉDIO
60747318000162202650_90031/2026,,MORFINA 10 MG CX/50 COMP *(A1) DIMORF,55.56%,MÉDIO
60747318000162202650_90031/2026,,"OXIBUPROCAINA 0,4% 10 ML COLIRIO",55.07%,MÉDIO
60747318000162202650_90031/2026,,ISOTRETINOINA 20MG CX/500 CAPS (G),54.29%,MÉDIO
24082016000159202635_90013/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,53.66%,MÉDIO
07954480000179202525637_202522834/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202525637_202522834/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
0814855300010620266_PE-005/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
424986000001712026327_PE 001/26/2026,,HIDROXIUREIA 500MG C/100 CAP (G),57.14%,MÉDIO
424986000001712026327_PE 001/26/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
424986000001712026327_PE 001/26/2026,,SUXAMETÔNIO  500 MG F/A,53.33%,MÉDIO
07954480000179202525646_202501428/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,59.52%,MÉDIO
07954480000179202525646_202501428/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,58.54%,MÉDIO
07954480000179202525646_202501428/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,56.79%,MÉDIO
07954480000179202525646_202501428/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,56.79%,MÉDIO
07954480000179202525646_202501428/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,56.79%,MÉDIO
0446183600014420262_00006/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),54.79%,MÉDIO
11022597001597202625_00016/2026,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,51.28%,MÉDIO
138643770001302026115_90098/2026,,METOPROLOL 1MG/ML C/5 AMP 5ML,51.28%,MÉDIO
250531170001642025291_90178/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,51.28%,MÉDIO
2505311700016420263_90000/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,53.66%,MÉDIO
2505311700016420268_90005/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,53.33%,MÉDIO
2505311700016420269_90006/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,56.60%,MÉDIO
07954480000179202525661_202515668/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525661_202515668/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525661_202515668/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525661_202515668/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525661_202515668/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
07954480000179202525659_202532303/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202525659_202532303/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
07954480000179202525665_202531625/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525665_202531625/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525665_202531625/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525665_202531625/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525665_202531625/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
07954480000179202525668_202523823/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202525668_202523823/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
27080605002059202616_010/2026/2026,,MONITOR DE GLICOSE ON CALL PLUS,52.00%,MÉDIO
271674100001882026114_000008/2026,,ALGODÃO HIDRÓFILO 500 GR,82.93%,ALTO
271674100001882026114_000008/2026,,ALGODÃO HIDRÓFILO 100 GR BOLA,73.91%,ALTO
271674100001882026114_000008/2026,,ALGODÃO HIDRÓFILO DELICATO 500 GR,68.00%,MÉDIO
27142058000126202633_00014/2026,,NORTRIPTILINA 25MG CX/30 *(C1) (I) (G),59.09%,MÉDIO
27142058000126202633_00014/2026,,NORTRIPTILINA 50MG CX/30 *(C1) (I) (G),59.09%,MÉDIO
27142058000126202633_00014/2026,,FENOBARBITAL 4% GTS VD 20 ML (G),58.54%,MÉDIO
27142058000126202633_00014/2026,,NORTRIPTILINA 25MG *(C1) CX/60 CAPS,57.78%,MÉDIO
27142058000126202633_00014/2026,,CARBONATO LITIO 300MG *(C1) CX 500 CPR (G),57.69%,MÉDIO
27142058000126202632_00016/2026,,"SERINGA 0,5 ML C/AGULHA 8,0 X 0,30 P/INSULINA",71.88%,ALTO
27142058000126202632_00016/2026,,SERINGA 3 ML C/AGULHA LOCK,70.00%,ALTO
27142058000126202632_00016/2026,,SERINGA 5 ML C/AGULHA LOCK,70.00%,ALTO
27142058000126202632_00016/2026,,SERINGA 20 ML C/AGULHA LOCK,68.29%,MÉDIO
27142058000126202632_00016/2026,,SERINGA 60 ML S/AGULHA LOCK,68.29%,MÉDIO
2521224200017020269_00009/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
27142058000126202635_00015/2026,,NEOMICINA+BACITRACINA 10G BIS,84.00%,ALTO
27142058000126202635_00015/2026,,CEFALEXINA 500 MG C/10 CAP (I) (G),77.55%,ALTO
27142058000126202635_00015/2026,,METRONIDAZOL 4% SUSP 120ML (G),68.29%,MÉDIO
27142058000126202635_00015/2026,,CEFALEXINA 250 MG SUSP ORAL FR 100ML (G),66.67%,MÉDIO
27142058000126202635_00015/2026,,CIPROFLOXACINA 200 MG BOL C/60 100ML (G),66.67%,MÉDIO
27142058000126202636_00012/2026,,ACIDO VALPROICO 500 MG CPR (G) C/30,80.00%,ALTO
27142058000126202636_00012/2026,,HIDROCORTISONA 500 MG S/D (G) C/50 F/A,80.00%,ALTO
27142058000126202636_00012/2026,,ACIDO VALPROICO 250 MG CX/25 CAPS.*(C-1),74.58%,ALTO
27142058000126202636_00012/2026,,AMOXICILINA 500 MG CX/ 21 CAPS (G),73.47%,ALTO
27142058000126202636_00012/2026,,HIDROCORTISONA 100MG C/50 F/A (G),70.83%,ALTO
139370320001602026221_0004/2026/2026,,CETOCONAZOL CREME BISN. 30 GR,56.41%,MÉDIO
139370320001602026221_0004/2026/2026,,CETOCONAZOL 200MG C/30 CPRS (G),55.00%,MÉDIO
139370320001602026221_0004/2026/2026,,TOPIRAMATO 50MG (*C-1) C/60 CPR (G),52.63%,MÉDIO
139370320001602026221_0004/2026/2026,,ATENOLOL 50MG CX/30 CPR,51.61%,MÉDIO
139370320001602026221_0004/2026/2026,,TOPIRAMATO 100MG C/60 CPR *(C-1) (G),51.28%,MÉDIO
139370320001602026224_0007/2026/2026,,DONEPEZILA 10MG C/30 CPR (C*) (G),55.56%,MÉDIO
139370320001602026224_0007/2026/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
139370320001602026222_0005/2026/2026,,"BORTEZOMIBE 3,5 MG PO LIOF IV F/A",50.00%,MÉDIO
03277610000125202647_90005/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
3807007400017720263_90003/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),50.60%,MÉDIO
4637450000019420261260_90048/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
12474705000120202633_90041/2026,,AGUA PARA INJEÇÃO 10 ML  AMP. CX/200,66.67%,MÉDIO
60448040000122202663_90065/2026,,LOSARTANA POTASSICA 50 MG (G) C/30,87.72%,ALTO
60448040000122202663_90065/2026,,BROMOPRIDA 10 MG (G) CAP C/20,82.61%,ALTO
60448040000122202663_90065/2026,,LOSARTANA POTASSICA 50MG CX/30 CPR (G),69.09%,MÉDIO
60448040000122202663_90065/2026,,AMOXICILINA 500 MG CX/ 21 CAPS (G),62.22%,MÉDIO
60448040000122202663_90065/2026,,PREDNISOLONA 10 MG/ML 5 ML,60.61%,MÉDIO
07954480000179202525691_202520788/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,59.52%,MÉDIO
07954480000179202525691_202520788/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,58.54%,MÉDIO
07954480000179202525691_202520788/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,56.79%,MÉDIO
07954480000179202525691_202520788/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,56.79%,MÉDIO
07954480000179202525691_202520788/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,56.79%,MÉDIO
07954480000179202525687_202531167/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202525687_202531167/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
07954480000179202525692_202507941/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,59.52%,MÉDIO
07954480000179202525692_202507941/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,58.54%,MÉDIO
07954480000179202525692_202507941/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,56.79%,MÉDIO
07954480000179202525692_202507941/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,56.79%,MÉDIO
07954480000179202525692_202507941/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,56.79%,MÉDIO
424986000001712026384_PE 003/26/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,62.86%,MÉDIO
424986000001712026386_PE 005/26/2026,,"TIMOLOL 0,5% SOL. OFT. 5 ML",70.59%,ALTO
424986000001712026386_PE 005/26/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,65.12%,MÉDIO
424986000001712026388_PE 007/26/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.56%,MÉDIO
46854998000192202633_90026/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,50.79%,MÉDIO
46854998000192202634_90027/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
4637450000019420261357_90055/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
46854998000192202636_90029/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,50.79%,MÉDIO
46854998000192202637_90030/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,50.79%,MÉDIO
46854998000192202638_90031/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,50.79%,MÉDIO
24082016000159202647_90015/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,53.66%,MÉDIO
003945440001852026219_91034/2026,,ACIDO VALPROICO 250 MG CX/25 CAPS.*(C-1),50.51%,MÉDIO
07954480000179202525712_202513061/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525712_202513061/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525712_202513061/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525712_202513061/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525712_202513061/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
1751611300014720265_00003/2026,,CATETER INTRAV. S/ DISP. 22G AZUL,50.00%,MÉDIO
07954480000179202525707_202515533/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,53.73%,MÉDIO
07954480000179202525708_202526466/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525708_202526466/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525708_202526466/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525708_202526466/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525708_202526466/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
07954480000179202525706_202525189/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202525706_202525189/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
07954480000179202525711_202514229/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,59.52%,MÉDIO
07954480000179202525711_202514229/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,58.54%,MÉDIO
07954480000179202525711_202514229/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,56.79%,MÉDIO
07954480000179202525711_202514229/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,56.79%,MÉDIO
07954480000179202525711_202514229/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,56.79%,MÉDIO
07954480000179202525717_202502959/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525717_202502959/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525717_202502959/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525717_202502959/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525717_202502959/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
07954480000179202525718_202530529/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202525718_202530529/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
0781224100018420267_2601.01/2026-02/2026,,FRASCO P/NUTRICÃO ENTERAL 300ML,68.09%,MÉDIO
0781224100018420267_2601.01/2026-02/2026,,FRASCO P/NUTRIÇÃO ENTERAL 300ML,68.09%,MÉDIO
0781224100018420267_2601.01/2026-02/2026,,FRASCO P/NUTRIÇÃO ENTERAL 300 ML,66.67%,MÉDIO
07954480000179202525719_202518473/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525719_202518473/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525719_202518473/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525719_202518473/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525719_202518473/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
424986000001712026403_PE 008/26/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
07954480000179202525720_202526488/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525720_202526488/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525720_202526488/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525720_202526488/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525720_202526488/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
424986000001712026405_PE 010/26/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,65.12%,MÉDIO
424986000001712026404_PE 009/26/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
03930106000182202634_PE 061/2026,,ABSORVENTE HOSPITALAR PCT/20 FD 160,53.73%,MÉDIO
03930106000182202634_PE 061/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),53.73%,MÉDIO
03930106000182202634_PE 061/2026,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,52.94%,MÉDIO
03930106000182202634_PE 061/2026,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,52.94%,MÉDIO
03930106000182202634_PE 061/2026,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,52.94%,MÉDIO
139370320001602026242_0009/2026/2026,,SUNITINIBE 25MG CAP C/28,58.82%,MÉDIO
139370320001602026243_0010/2026/2026,,BACLOFENO 10 MG CX/20 CPR,52.94%,MÉDIO
139370320001602026243_0010/2026/2026,,"BUPIVACAINA 0,5%  S/V 20ML TRADINOL",50.00%,MÉDIO
139370320001602026258_5/2026/2026,,"SERINGA 0,5 ML C/AGULHA 8,0 X 0,30 P/INSULINA",50.98%,MÉDIO
003945440001852026220_91049/2026,,ACIDO VALPROICO 250 MG CX/25 CAPS.*(C-1),50.51%,MÉDIO
51885242000140202691_90009/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.56%,MÉDIO
003945440001852026225_91050/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,50.00%,MÉDIO
60448040000122202673_90076/2026,,"LEVOFLOXACINO INJ, 5 MG/ML 150 ML C/5",89.29%,ALTO
60448040000122202673_90076/2026,,PROMETAZINA 25 MG CX/200 COMP,84.00%,ALTO
60448040000122202673_90076/2026,,LEVOFLOXACINO 500 MG CX/10 COM (G),83.64%,ALTO
60448040000122202673_90076/2026,,TIGECICLINA 50 MG  PO LIOF INJ 10 FA,72.73%,ALTO
60448040000122202673_90076/2026,,LEVOFLOXACINO INJ 5MG/ML (G) BOL 100ML,71.43%,ALTO
46319000000150202646_90022/2026,,CREME DERMO PROTETOR 60G RESTAURADOR,54.55%,MÉDIO
1130889400010620267_90006/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.56%,MÉDIO
184313120006202025312_90631/2025,,CITALOPRAM 20MG *(C1) C/300 CPR (G),50.00%,MÉDIO
07954480000179202525734_202524681/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202525734_202524681/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
1831383300017820269_Adesão - 8/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,53.66%,MÉDIO
07954480000179202525739_202515581/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,58.14%,MÉDIO
07954480000179202525739_202515581/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,57.14%,MÉDIO
07954480000179202525739_202515581/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,55.42%,MÉDIO
07954480000179202525739_202515581/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,55.42%,MÉDIO
07954480000179202525739_202515581/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,55.42%,MÉDIO
079544800001792026953_202600264/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
01612516000150202622_16/2026/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
07954480000179202525747_202519338/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,59.52%,MÉDIO
07954480000179202525747_202519338/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,58.54%,MÉDIO
07954480000179202525747_202519338/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,56.79%,MÉDIO
07954480000179202525747_202519338/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,56.79%,MÉDIO
07954480000179202525747_202519338/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,56.79%,MÉDIO
00394700000108202651_90039/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
463745000001942026682_90167/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
463745000001942026684_90164/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
463745000001942026685_90165/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
02451938000153202649_90018/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),51.16%,MÉDIO
07954480000179202525757_202522295/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
